Id,SalePrice
1671,241906.05
1672,428658.84
1673,307829.75
1674,238494.94
1675,191364.34
1676,179236.4
1677,226920.88
1678,461077.78
1679,372540.38
1680,385362.62
1681,275547.56
1682,286723.5
1683,178653.22
1684,173150.9
1685,174698.95
1686,179236.4
1687,165892.6
1688,189903.33
1689,193214.25
1690,187136.7
1691,174698.95
1692,284016.25
1693,166587.67
1694,179236.4
1695,157346.16
1696,296131.47
1697,168952.77
1698,372540.38
1699,316384.22
1700,238186.31
1701,258321.6
1702,251730.23
1703,253286.69
1704,266974.44
1705,236207.27
1706,399146.72
1707,219220.75
1708,211663.02
1709,251672.06
1710,230621.58
1711,252854.38
1712,284987.25
1713,240650.89
1714,223869.36
1715,201683.14
1716,190816.66
1717,173558.6
1718,149180.12
1719,199763.86
1720,252002.7
1721,157346.16
1722,133780.6
1723,149765.67
1724,230621.58
1725,239348.92
1726,194214.34
1727,165892.6
1728,179236.4
1729,164703.3
1730,172727.58
1731,134010.22
1732,129378.836
1733,120058.1
1734,115811.73
1735,126594.5
1736,124369.01
1737,366001.03
1738,219780.28
1739,252854.38
1740,242932.03
1741,200440.3
1742,174698.95
1743,174698.95
1744,308882.8
1745,236639.58
1746,190931.45
1747,211751.55
1748,214600.25
1749,152464.83
1750,131216.5
1751,252002.7
1752,124598.63
1753,147771.94
1754,188820.81
1755,165892.6
1756,134010.22
1757,127304.49
1758,143471.42
1759,153538.53
1760,165892.6
1761,148565.73
1762,174698.95
1763,179236.4
1764,117669.14
1765,165892.6
1766,173558.6
1767,218017.94
1768,143471.42
1769,179236.4
1770,145142.38
1771,120287.73
1772,131216.5
1773,128691.555
1774,168593.03
1775,140637.52
1776,126594.5
1777,113031.984
1778,134336.89
1779,106647.36
1780,173558.6
1781,134010.22
1782,100357.59
1783,135230.1
1784,99962.85
1785,124369.01
1786,149765.67
1787,154678.89
1788,50424.293
1789,102920.36
1790,82038.06
1791,178323.08
1792,150985.56
1793,140637.52
1794,150156.6
1795,140637.52
1796,126144.75
1797,99901.21
1798,126594.5
1799,106417.734
1800,126364.875
1801,140407.89
1802,134615.72
1803,152266.62
1804,141857.4
1805,140964.19
1806,129284.95
1807,134401.12
1808,130028.28
1809,109107.055
1810,134615.72
1811,105771.805
1812,96528.3
1813,124598.63
1814,99530.94
1815,42929.67
1816,99671.586
1817,106709.0
1818,147960.23
1819,120287.73
1820,49948.92
1821,108951.516
1822,150371.17
1823,42929.67
1824,134010.22
1825,126594.5
1826,96693.59
1827,106417.734
1828,134615.72
1829,124631.89
1830,145421.2
1831,153538.53
1832,67230.09
1833,134010.22
1834,121106.73
1835,132682.5
1836,129284.95
1837,79513.76
1838,118518.74
1839,91634.83
1840,155538.31
1841,147960.23
1842,91402.0
1843,133669.98
1844,135997.36
1845,147960.23
1846,166587.67
1847,172286.69
1848,42929.67
1849,118015.805
1850,122145.14
1851,157346.16
1852,130639.54
1853,125308.625
1854,165843.66
1855,156388.12
1856,222326.84
1857,155144.39
1858,142750.03
1859,122145.14
1860,149765.67
1861,115562.31
1862,311008.5
1863,285515.47
1864,285515.47
1865,359158.44
1866,324039.5
1867,237369.88
1868,299691.66
1869,196067.0
1870,237802.19
1871,275547.56
1872,173558.6
1873,253014.22
1874,136602.86
1875,195062.1
1876,194214.34
1877,200433.81
1878,211663.02
1879,124598.63
1880,134010.22
1881,230621.58
1882,251730.23
1883,191034.2
1884,200433.81
1885,253286.69
1886,297043.56
1887,192794.1
1888,267849.3
1889,153538.53
1890,129994.945
1891,133455.97
1892,108167.44
1893,124974.05
1894,129284.95
1895,134010.22
1896,124141.01
1897,99992.66
1898,120352.26
1899,147009.11
1900,145421.2
1901,167032.95
1902,134010.22
1903,218590.19
1904,134010.22
1905,191364.34
1906,174698.95
1907,191109.98
1908,109394.29
1909,130012.07
1910,120287.73
1911,201683.14
1912,296168.7
1913,141243.02
1914,76257.97
1915,351978.78
1916,60325.76
1917,284016.25
1918,140964.19
1919,173558.6
1920,163431.39
1921,406443.5
1922,307829.75
1923,210548.73
1924,223869.36
1925,199343.7
1926,359520.12
1927,134336.89
1928,164620.69
1929,133669.98
1930,121595.27
1931,144815.7
1932,146251.14
1933,179236.4
1934,179236.4
1935,167032.95
1936,188050.03
1937,194214.34
1938,178096.05
1939,265724.53
1940,193884.2
1941,174698.95
1942,179236.4
1943,206345.12
1944,372540.38
1945,372540.38
1946,151878.2
1947,310412.4
1948,165970.9
1949,236639.58
1950,175802.03
1951,253514.44
1952,219780.28
1953,164703.3
1954,185662.48
1955,140637.52
1956,310095.5
1957,153538.53
1958,308178.72
1959,150371.17
1960,117786.18
1961,124369.01
1962,99671.586
1963,102508.93
1964,106417.734
1965,153389.64
1966,146251.14
1967,303107.38
1968,403935.78
1969,413134.53
1970,422187.78
1971,411308.1
1972,355632.16
1973,301339.72
1974,319160.47
1975,461542.28
1976,266197.75
1977,372540.38
1978,353566.56
1979,386360.12
1980,213372.25
1981,368176.34
1982,223539.5
1983,223539.5
1984,173558.6
1985,211358.95
1986,205142.31
1987,199763.86
1988,179236.4
1989,193884.2
1990,201357.0
1991,265496.75
1992,210317.86
1993,158486.52
1994,238186.31
1995,178323.08
1996,238494.94
1997,316384.22
1998,319160.47
1999,267849.3
2000,323042.0
2001,251730.23
2002,252002.7
2003,267849.3
2004,275860.34
2005,236639.58
2006,236639.58
2007,251730.23
2008,211358.95
2009,191364.34
2010,193214.25
2011,155569.73
2012,178096.05
2013,188050.03
2014,188050.03
2015,213372.25
2016,188050.03
2017,200327.02
2018,124369.01
2019,136602.86
2020,102920.36
2021,110471.59
2022,178323.08
2023,149765.67
2024,240743.44
2025,369173.84
2026,178096.05
2027,148565.73
2028,152705.9
2029,165315.77
2030,267849.3
2031,219220.75
2032,237802.19
2033,256425.33
2034,157346.16
2035,199073.98
2036,201683.14
2037,201796.42
2038,288368.75
2039,219780.28
2040,335623.94
2041,308882.8
2042,201357.0
2043,173558.6
2044,165892.6
2045,233470.28
2046,151611.92
2047,149180.12
2048,136324.03
2049,145031.25
2050,188050.03
2051,101944.06
2052,122283.59
2053,145636.75
2054,96819.56
2055,152464.83
2056,134010.22
2057,118518.74
2058,225578.6
2059,134010.22
2060,164703.3
2061,173558.6
2062,126601.836
2063,120122.63
2064,137843.81
2065,122278.31
2066,165892.6
2067,112134.12
2068,159390.44
2069,86302.83
2070,113031.984
2071,92605.65
2072,148286.9
2073,137220.83
2074,178323.08
2075,149765.67
2076,126831.46
2077,143471.42
2078,127304.49
2079,129611.64
2080,124598.63
2081,129284.95
2082,120352.26
2083,150092.34
2084,115336.14
2085,126594.5
2086,124598.63
2087,124925.32
2088,86631.75
2089,79513.76
2090,134010.22
2091,110206.016
2092,134010.22
2093,124598.63
2094,122283.59
2095,156272.45
2096,77091.08
2097,92896.914
2098,145636.75
2099,42929.67
2100,77594.21
2101,116420.41
2102,134010.22
2103,99671.586
2104,136639.4
2105,112116.086
2106,62052.383
2107,231181.11
2108,124369.01
2109,115332.69
2110,140147.16
2111,144475.47
2112,141243.02
2113,118518.74
2114,109704.61
2115,157346.16
2116,120287.73
2117,149180.12
2118,120287.73
2119,108397.06
2120,120997.72
2121,91453.38
2122,106417.734
2123,86644.38
2124,174698.95
2125,130504.86
2126,150737.84
2127,158486.52
2128,125204.15
2129,99282.664
2130,129890.47
2131,144592.23
2132,129284.95
2133,127464.45
2134,113261.61
2135,91634.83
2136,76563.336
2137,109107.055
2138,135046.89
2139,153538.53
2140,136602.86
2141,148286.9
2142,131216.5
2143,148565.73
2144,117238.74
2145,134615.72
2146,167032.95
2147,136639.4
2148,134010.22
2149,144842.95
2150,239488.28
2151,120287.73
2152,215461.02
2153,165315.77
2154,113654.195
2155,141857.4
2156,277203.25
2157,223565.3
2158,253886.19
2159,211751.55
2160,175802.03
2161,248920.19
2162,403086.4
2163,309378.34
2164,253286.69
2165,188421.44
2166,144691.31
2167,201683.14
2168,194214.34
2169,199407.83
2170,217172.86
2171,145636.75
2172,145031.25
2173,165892.6
2174,235510.11
2175,296501.38
2176,301369.97
2177,251730.23
2178,204911.44
2179,143798.1
2180,213372.25
2181,199763.86
2182,252002.7
2183,199763.86
2184,113704.9
2185,122048.69
2186,149180.12
2187,165892.6
2188,158639.72
2189,327395.6
2190,86371.87
2191,87828.36
2192,97412.85
2193,113654.195
2194,99581.23
2195,107966.95
2196,113654.195
2197,129660.84
2198,165843.66
2199,174698.95
2200,134010.22
2201,147009.11
2202,214148.66
2203,140637.52
2204,179236.4
2205,113261.61
2206,120287.73
2207,211014.44
2208,237802.19
2209,225578.6
2210,116420.41
2211,118015.805
2212,118748.37
2213,106709.0
2214,131462.6
2215,102508.93
2216,150985.56
2217,96940.14
2218,89945.51
2219,82240.29
2220,90896.05
2221,351978.78
2222,238494.94
2223,322850.53
2224,207041.7
2225,126594.5
2226,178096.05
2227,200433.81
2228,283141.38
2229,250204.17
2230,150985.56
2231,209258.81
2232,178096.05
2233,174698.95
2234,228865.95
2235,222326.84
2236,266107.28
2237,316384.22
2238,192794.1
2239,126364.875
2240,153538.53
2241,149765.67
2242,127523.32
2243,134720.22
2244,99530.94
2245,97295.71
2246,144627.4
2247,108397.06
2248,120352.26
2249,122145.14
2250,137220.83
2251,116870.305
2252,179236.4
2253,149765.67
2254,174698.95
2255,179236.4
2256,179236.4
2257,215857.89
2258,166587.67
2259,179236.4
2260,164703.3
2261,188050.03
2262,199343.7
2263,369173.84
2264,408592.3
2265,144278.4
2266,293121.1
2267,324039.5
2268,412312.6
2269,152266.62
2270,187466.84
2271,212133.8
2272,192794.1
2273,165892.6
2274,165892.6
2275,173558.6
2276,188050.03
2277,179236.4
2278,150985.56
2279,127304.49
2280,124369.01
2281,173558.6
2282,191364.34
2283,108167.44
2284,106417.734
2285,141857.4
2286,127304.49
2287,327406.0
2288,268254.72
2289,404169.28
2290,436133.97
2291,317381.72
2292,422219.66
2293,464984.28
2294,390585.47
2295,464984.28
2296,311008.5
2297,367498.34
2298,299723.1
2299,404169.28
2300,349202.53
2301,284248.75
2302,237802.19
2303,255170.17
2304,253014.22
2305,193884.2
2306,179236.4
2307,194214.34
2308,242135.62
2309,284016.25
2310,236639.58
2311,178323.08
2312,175219.8
2313,179236.4
2314,173558.6
2315,173659.05
2316,192794.1
2317,179236.4
2318,178323.08
2319,178323.08
2320,211663.02
2321,236639.58
2322,182630.52
2323,186909.67
2324,166587.67
2325,219220.75
2326,164703.3
2327,213372.25
2328,210548.73
2329,188050.03
2330,179236.4
2331,359184.7
2332,376664.28
2333,319160.47
2334,253886.19
2335,267849.3
2336,313195.3
2337,211663.02
2338,252854.38
2339,237802.19
2340,369730.06
2341,219220.75
2342,237802.19
2343,219780.28
2344,217245.23
2345,237802.19
2346,219220.75
2347,187136.7
2348,236207.27
2349,178096.05
2350,285246.25
2351,253014.22
2352,238494.94
2353,233470.28
2354,139686.39
2355,148814.55
2356,143471.42
2357,200433.81
2358,201683.14
2359,134336.89
2360,117786.18
2361,134010.22
2362,255170.17
2363,140637.52
2364,153538.53
2365,219780.28
2366,211663.02
2367,255170.17
2368,211663.02
2369,240650.89
2370,164620.69
2371,178721.84
2372,179236.4
2373,284016.25
2374,303811.66
2375,251945.77
2376,251730.23
2377,369173.84
2378,140637.52
2379,192794.1
2380,149765.67
2381,153538.53
2382,182630.52
2383,212133.8
2384,237802.19
2385,156074.25
2386,131462.6
2387,134336.89
2388,102983.77
2389,126594.5
2390,150371.17
2391,144691.02
2392,125308.625
2393,173558.6
2394,150092.34
2395,195923.58
2396,150985.56
2397,215753.88
2398,135230.1
2399,42462.64
2400,60325.76
2401,118748.37
2402,134010.22
2403,145031.25
2404,150092.34
2405,165892.6
2406,138440.72
2407,124744.42
2408,144076.92
2409,131216.5
2410,179236.4
2411,121365.65
2412,153538.53
2413,129760.17
2414,134615.72
2415,140637.52
2416,134010.22
2417,134010.22
2418,129284.95
2419,120058.1
2420,121138.07
2421,140637.52
2422,113031.984
2423,129199.8
2424,164703.3
2425,243811.48
2426,140637.52
2427,137596.7
2428,179236.4
2429,123591.14
2430,133669.98
2431,103448.55
2432,136602.86
2433,140637.52
2434,124974.05
2435,148565.73
2436,101602.51
2437,118518.74
2438,129284.95
2439,108721.89
2440,122145.14
2441,89627.66
2442,103148.48
2443,124598.63
2444,126594.5
2445,79513.76
2446,113031.984
2447,173371.52
2448,138440.72
2449,106417.734
2450,150092.34
2451,124925.32
2452,201357.0
2453,101412.33
2454,102780.04
2455,115565.766
2456,132172.61
2457,124598.63
2458,122283.59
2459,106417.734
2460,134615.72
2461,118518.74
2462,144076.92
2463,124598.63
2464,179236.4
2465,134010.22
2466,113323.25
2467,131999.23
2468,69510.87
2469,52957.92
2470,195923.58
2471,213372.25
2472,156074.25
2473,110996.5
2474,62302.137
2475,219780.28
2476,113883.82
2477,122053.97
2478,152266.62
2479,103211.625
2480,164818.89
2481,116041.35
2482,128668.84
2483,120058.1
2484,131462.6
2485,124369.01
2486,152266.62
2487,176293.5
2488,153538.53
2489,153538.53
2490,156074.25
2491,96528.3
2492,178096.05
2493,151878.2
2494,145421.2
2495,90772.125
2496,283788.47
2497,150371.17
2498,102550.414
2499,99671.586
2500,127200.016
2501,140637.52
2502,153538.53
2503,113031.984
2504,188050.03
2505,215630.34
2506,260641.9
2507,320748.25
2508,258246.56
2509,236639.58
2510,236639.58
2511,179236.4
2512,200433.81
2513,211663.02
2514,238494.94
2515,150371.17
2516,173558.6
2517,144815.7
2518,144691.31
2519,236639.58
2520,206904.66
2521,187466.84
2522,213372.25
2523,127304.49
2524,142022.0
2525,149765.67
2526,135997.36
2527,118518.74
2528,135997.36
2529,129284.95
2530,113654.195
2531,239488.28
2532,214710.77
2533,191364.34
2534,236639.58
2535,317104.5
2536,240650.89
2537,229991.02
2538,175802.03
2539,178323.08
2540,178653.22
2541,179236.4
2542,173558.6
2543,132172.61
2544,134010.22
2545,141243.02
2546,144691.31
2547,145142.38
2548,156272.45
2549,153538.53
2550,334601.6
2551,140637.52
2552,126594.5
2553,76543.06
2554,108167.44
2555,134336.89
2556,108458.7
2557,108167.44
2558,174698.95
2559,133669.98
2560,147960.23
2561,144815.7
2562,122283.59
2563,150985.56
2564,179236.4
2565,118521.82
2566,174184.39
2567,122283.59
2568,188820.03
2569,213372.25
2570,120287.73
2571,184492.73
2572,153538.53
2573,213372.25
2574,250204.17
2575,131462.6
2576,131232.98
2577,155340.11
2578,92896.914
2579,60325.76
2580,125914.14
2581,124744.42
2582,127200.016
2583,304985.62
2584,178096.05
2585,178096.05
2586,198029.6
2587,191034.2
2588,145031.25
2589,152266.62
2590,223565.3
2591,211358.95
2592,214639.64
2593,284279.0
2594,188050.03
2595,215407.34
2596,316421.8
2597,194214.34
2598,284016.25
2599,308806.56
2600,118521.82
2601,149765.67
2602,85619.74
2603,95040.73
2604,94624.99
2605,77091.08
2606,141243.02
2607,187136.7
2608,188820.03
2609,156074.25
2610,117786.18
2611,124141.01
2612,152266.62
2613,131462.6
2614,131462.6
2615,150371.17
2616,137220.83
2617,160386.19
2618,203392.38
2619,222069.45
2620,179236.4
2621,179236.4
2622,179236.4
2623,270760.16
2624,314208.9
2625,308882.8
2626,173558.6
2627,178096.05
2628,499049.9
2629,552094.8
2630,360750.34
2631,460159.4
2632,453254.1
2633,280793.38
2634,405594.12
2635,164703.3
2636,177653.12
2637,166587.67
2638,256425.33
2639,193884.2
2640,152266.62
2641,106417.734
2642,191364.34
2643,107357.35
2644,129284.95
2645,108167.44
2646,99671.586
2647,102920.36
2648,145421.2
2649,153538.53
2650,139686.39
2651,152266.62
2652,428435.22
2653,267849.3
2654,253514.44
2655,359520.12
2656,307786.47
2657,320748.25
2658,300689.16
2659,307726.5
2660,349092.84
2661,317381.72
2662,317381.72
2663,282364.7
2664,284016.25
2665,307726.5
2666,312007.0
2667,157346.16
2668,172518.69
2669,178323.08
2670,276673.38
2671,177653.12
2672,187815.9
2673,199077.69
2674,187136.7
2675,174698.95
2676,189944.1
2677,193214.25
2678,266059.38
2679,284016.25
2680,291445.6
2681,406443.5
2682,316384.22
2683,539225.4
2684,319160.47
2685,323042.0
2686,237369.88
2687,322596.8
2688,218448.05
2689,219780.28
2690,408902.9
2691,188050.03
2692,153538.53
2693,183190.05
2694,134615.72
2695,187466.84
2696,188050.03
2697,188050.03
2698,188050.03
2699,173558.6
2700,165892.6
2701,148814.55
2702,118518.74
2703,115381.48
2704,145142.38
2705,120997.72
2706,118518.74
2707,129284.95
2708,134010.22
2709,109107.055
2710,131468.81
2711,194437.1
2712,355060.38
2713,153538.53
2714,145421.2
2715,174698.95
2716,150092.34
2717,179236.4
2718,230621.58
2719,155767.94
2720,165892.6
2721,134010.22
2722,155243.55
2723,150371.17
2724,131232.98
2725,131462.6
2726,149180.12
2727,174698.95
2728,166587.67
2729,153538.53
2730,148565.73
2731,126594.5
2732,126594.5
2733,157346.16
2734,153538.53
2735,131462.6
2736,148565.73
2737,129284.95
2738,145031.25
2739,174291.27
2740,143798.1
2741,140637.52
2742,152266.62
2743,150371.17
2744,152266.62
2745,137826.33
2746,134010.22
2747,140297.28
2748,119458.36
2749,129284.95
2750,131232.98
2751,131832.38
2752,193377.2
2753,151486.02
2754,215983.45
2755,134010.22
2756,97412.85
2757,52430.18
2758,95607.85
2759,149765.67
2760,122855.13
2761,149180.12
2762,144815.7
2763,187136.7
2764,144592.23
2765,306729.0
2766,135767.73
2767,92034.21
2768,134010.22
2769,129284.95
2770,148565.73
2771,118518.74
2772,118845.43
2773,150072.77
2774,134010.22
2775,131468.81
2776,130504.86
2777,131216.5
2778,102516.74
2779,124974.05
2780,99901.21
2781,96528.3
2782,92034.21
2783,87828.36
2784,124141.01
2785,130323.27
2786,74586.96
2787,120678.945
2788,70099.59
2789,176408.19
2790,88738.33
2791,125308.625
2792,42929.67
2793,173659.05
2794,89647.93
2795,121062.25
2796,103148.48
2797,217172.86
2798,113654.195
2799,113031.984
2800,50832.92
2801,108397.06
2802,131216.5
2803,176293.5
2804,128043.45
2805,97736.695
2806,89092.77
2807,150371.17
2808,152266.62
2809,145421.2
2810,130110.414
2811,152266.62
2812,151939.95
2813,164818.89
2814,164818.89
2815,97467.914
2816,253505.86
2817,152464.83
2818,134336.89
2819,139473.31
2820,138096.14
2821,99901.21
2822,194214.34
2823,375123.06
2824,173558.6
2825,134010.22
2826,134615.72
2827,140637.52
2828,214714.53
2829,186827.6
2830,237332.33
2831,175802.03
2832,255170.17
2833,288368.75
2834,193377.2
2835,231181.11
2836,187136.7
2837,152266.62
2838,154164.33
2839,173558.6
2840,193884.2
2841,200433.81
2842,219780.28
2843,150371.17
2844,157346.16
2845,124598.63
2846,200763.95
2847,200433.81
2848,210317.86
2849,200433.81
2850,280265.16
2851,265496.75
2852,241906.05
2853,231181.11
2854,140637.52
2855,191034.2
2856,188957.86
2857,187136.7
2858,188820.81
2859,125598.89
2860,133780.6
2861,129284.95
2862,191034.2
2863,135230.1
2864,241906.05
2865,147960.23
2866,145206.62
2867,103211.625
2868,96528.3
2869,107357.35
2870,124974.05
2871,89876.47
2872,47417.043
2873,102244.68
2874,145031.25
2875,112134.12
2876,165892.6
2877,135997.36
2878,165892.6
2879,140637.52
2880,96402.33
2881,140637.52
2882,164620.69
2883,179236.4
2884,196067.0
2885,178096.05
2886,201683.14
2887,92605.65
2888,134010.22
2889,51100.574
2890,82003.81
2891,139868.33
2892,42929.67
2893,99651.1
2894,62519.414
2895,316384.22
2896,283093.47
2897,212133.8
2898,153638.98
2899,230621.58
2900,165892.6
2901,221296.75
2902,179236.4
2903,317381.72
2904,303518.94
2905,86392.36
2906,186466.75
2907,108167.44
2908,131216.5
2909,153538.53
2910,79819.125
2911,85925.11
2912,148565.73
2913,86392.14
2914,89647.93
2915,92424.2
2916,86392.14
2917,156272.45
2918,129994.945
2919,229991.02
